nome,sexo,data_nascimento,serie,nota_bim1,nota_bim2,nota_bim3,nota_bim4
Larissa Oliveira,M,,7º Ano,8.2,5.7,3.6,3.9
Lucas Santos,F,2010-09-29,9º Ano,7.2,8.6,7.1,2.7
Rodrigo Ferreira,F,2013-04-01,6º Ano,7.9,9.5,8.6,2.4
Rafael Melo,M,2011-05-26,1º EM,8.1,2.0,8.6,2.8
Lucas Oliveira,F,2007-09-24,1º EM,6.9,5.7,7.9,3.8
Patricia Teixeira,M,2010-03-19,8º Ano,,0.1,1.8,8.0
Rafael Almeida,M,2013-02-16,6º Ano,2.2,3.8,1.9,2.9
Rodrigo Martins,M,2006-10-15,2º EM,0.0,3.2,2.5,5.7
Beatriz Costa,M,2005-12-26,9º Ano,7.1,5.8,5.4,
Carlos Gomes,F,2013-04-25,3º EM,2.9,5.0,2.7,6.4
Larissa Lima,F,2010-08-13,3º EM,4.3,4.1,4.4,4.7
Diego Carvalho,M,2006-11-07,8º Ano,9.7,6.9,1.5,0.6
Patricia Martins,F,2010-09-13,8º Ano,3.9,3.3,0.3,2.7
Bruno Carvalho,M,2007-01-25,3º EM,0.3,0.7,0.1,8.2
Carlos Lima,F,2012-11-15,2º EM,3.0,6.6,1.9,9.2
Camila Melo,F,2006-02-16,8º Ano,6.8,4.5,2.0,7.1
Mariana Martins,F,2013-06-05,6º Ano,5.4,3.1,9.6,9.5
Lucas Martins,F,2005-09-27,6º Ano,3.4,4.4,1.1,1.1
Camila Rocha,F,2008-02-28,3º EM,1.8,8.4,,8.3
Juliana Barbosa,F,2012-05-20,6º Ano,7.9,6.9,5.3,6.3
Pedro Oliveira,F,2006-09-03,7º Ano,4.7,8.4,2.0,4.7
Rodrigo Carvalho,M,2007-12-18,2º EM,,9.4,8.5,7.6
Pedro Souza,F,2009-05-13,3º EM,1.8,1.9,6.0,2.8
Maria Rocha,M,2009-06-20,7º Ano,2.3,5.1,5.0,10.0
Ana Almeida,M,2007-04-04,7º Ano,2.0,3.9,10.0,2.8
Felipe Ribeiro,F,2008-04-09,3º EM,6.0,7.1,9.3,8.7
Pedro Barbosa,F,2012-01-16,6º Ano,2.7,6.9,2.9,6.0
Camila Pereira,M,2012-08-18,6º Ano,4.7,9.9,1.2,0.1
Diego Dias,F,2007-10-01,6º Ano,1.9,,1.1,1.7
Pedro Santos,M,2007-09-25,6º Ano,5.9,0.7,,7.9
Rafael Santos,F,2013-02-09,6º Ano,6.3,7.1,1.3,5.1
Rafael Carvalho,M,2007-04-10,3º EM,7.6,7.7,7.8,2.8
Gustavo Oliveira,M,2010-11-20,7º Ano,3.9,5.5,9.7,9.4
Beatriz Almeida,F,2013-04-28,7º Ano,2.8,5.9,0.1,3.9
Diego Costa,F,2008-03-25,7º Ano,3.0,6.1,3.1,5.6
Fernanda Costa,M,2010-03-18,7º Ano,9.2,,8.5,4.6
Carlos Martins,M,2007-06-11,1º EM,6.0,2.2,1.9,2.7
Felipe Silva,F,2012-07-14,6º Ano,6.9,10.0,6.1,4.5
Rafael Costa,M,2011-12-04,9º Ano,6.0,5.8,8.7,3.3
Carlos Ferreira,M,2012-08-05,1º EM,5.0,5.6,9.2,9.8
Beatriz Oliveira,F,2011-06-08,1º EM,6.0,5.8,8.4,5.4
Maria Lima,M,2013-11-03,2º EM,4.3,8.8,0.4,4.8
Ana Carvalho,M,,6º Ano,8.0,9.9,7.6,0.4
Pedro Pereira,F,2005-10-04,8º Ano,,2.9,5.2,
Lucas Silva,F,2009-08-22,,1.0,,1.8,5.9
Carlos Gomes,F,2011-09-17,9º Ano,,8.5,3.1,9.4
,M,2012-05-13,,,5.8,7.8,0.6
Ana Teixeira,F,2013-02-04,1º EM,3.7,2.1,3.7,5.2
Carlos Barbosa,M,2012-04-09,1º EM,2.0,2.0,,1.0
Pedro Araújo,F,2005-10-16,3º EM,3.5,7.7,0.0,8.3
Carlos Lima,M,2009-01-13,2º EM,8.0,6.3,8.8,8.2
Larissa Rocha,M,2012-10-14,9º Ano,3.2,7.8,0.6,6.4
Juliana Barbosa,F,2010-02-13,6º Ano,2.8,,7.4,3.6
Pedro Oliveira,F,2005-09-10,3º EM,3.3,1.2,1.9,4.1
Felipe Gomes,M,2011-07-05,8º Ano,9.8,4.6,5.2,4.5
Diego Silva,M,2012-05-07,3º EM,1.2,9.7,2.8,5.7
Rafael Moreira,M,2006-07-03,3º EM,2.5,8.1,8.3,7.8
Mariana Barbosa,F,2005-07-10,2º EM,8.4,7.9,3.3,1.0
Rodrigo Moreira,F,2006-08-24,3º EM,2.3,8.0,7.6,0.9
Juliana Ferreira,F,2008-05-01,3º EM,0.7,10.0,9.8,3.4
Gustavo Ribeiro,M,2007-10-23,8º Ano,0.1,3.5,2.7,2.8
Gustavo Souza,M,2005-05-07,6º Ano,7.2,5.4,1.7,1.6
Rafael Ribeiro,M,2005-04-12,7º Ano,5.2,2.6,5.1,9.9
Larissa Ribeiro,F,2010-07-22,6º Ano,4.4,5.6,4.8,1.4
Bruno Barbosa,M,2009-06-01,1º EM,9.2,9.5,1.0,3.1
Maria Martins,M,2008-02-24,8º Ano,3.8,4.7,1.2,4.9
Diego Araújo,F,2012-10-05,2º EM,5.9,9.9,4.5,8.1
Felipe Santos,Feminino,2006-01-03,6º Ano,7.1,6.8,8.2,1.1
Larissa Barbosa,F,2013-05-10,6º Ano,6.4,9.9,6.0,2.3
Felipe Teixeira,M,2012-04-10,8º Ano,5.9,1.2,0.2,5.1
Ana Araújo,F,2011-05-17,7º Ano,3.7,4.4,0.4,6.1
Lucas Costa,F,2010-04-30,2º EM,7.3,8.8,0.8,4.8
Maria Rocha,M,2006-02-09,2º EM,8.2,,7.0,4.3
Maria Lima,M,2013-06-16,2º EM,8.1,2.2,6.2,0.2
João Ribeiro,X,2006-11-17,,6.1,4.6,4.5,
Lucas Dias,M,2012-05-07,9º Ano,5.4,3.1,0.2,0.2
Felipe Ferreira,F,2005-04-28,3º EM,1.4,7.6,4.1,7.5
Beatriz Araújo,M,2005-08-20,1º EM,0.4,4.3,1.1,8.2
Felipe Rocha,F,2012-07-22,6º Ano,1.9,0.5,5.6,7.9
Rodrigo Santos,F,2007-01-19,6º Ano,2.3,7.4,1.9,6.5
Beatriz Dias,F,2009-08-14,2º EM,7.0,1.5,4.1,
Ana Costa,M,2013-06-25,7º Ano,0.0,4.1,5.8,2.3
Maria Souza,M,2007-02-17,8º Ano,7.0,6.9,6.5,5.1
Larissa Souza,M,2012-05-06,8º Ano,1.4,0.0,8.5,4.7
Mariana Ferreira,M,2007-03-10,,1.6,0.2,5.3,9.5
Maria Melo,F,2009-12-21,6º Ano,0.3,6.0,3.2,3.7
Rafael Melo,F,2009-03-11,7º Ano,8.5,2.0,0.5,0.4
Pedro Oliveira,F,2005-07-03,3º EM,0.2,7.2,2.5,6.5
João Melo,M,2013-03-28,6º Ano,8.4,0.2,6.7,8.3
Pedro Lima,F,2006-02-17,8º Ano,4.0,0.6,8.1,2.1
Juliana Martins,M,2013-04-27,9º Ano,,7.6,5.2,
Maria Araújo,M,2008-01-15,9º Ano,4.6,6.0,9.8,7.2
Carlos Gomes,M,2006-01-14,1º EM,7.4,3.0,5.0,5.9
Gustavo Barbosa,M,2011-09-19,3º EM,9.5,4.2,9.9,6.2
Beatriz Barbosa,M,2007-12-27,2º EM,2.0,1.1,2.8,6.4
João Rocha,M,2011-06-05,1º EM,2.9,8.2,7.6,0.3
Gustavo Dias,M,2007-07-13,3º EM,2.1,1.0,,0.9
Mariana Dias,M,2009-05-02,6º Ano,4.6,7.1,7.9,4.1
Fernanda Moreira,M,2007-06-16,9º Ano,2.9,7.5,7.5,2.5
Camila Costa,M,2006-02-26,3º EM,4.4,8.9,7.4,
Patricia Araújo,F,2005-07-07,3º EM,9.7,2.1,,
Patricia Carvalho,F,2006-11-14,9º Ano,5.5,1.6,,
Patricia Dias,F,2007-09-23,3º EM,1.9,4.0,5.4,1.4
Rodrigo Oliveira,M,2011-12-16,1º EM,5.0,4.7,8.3,1.5
Juliana Pereira,M,2007-10-21,6º Ano,,0.6,5.4,8.5
Mariana Almeida,F,2010-09-05,1º EM,10.0,3.1,0.2,3.7
Maria Dias,M,2011-06-04,3º EM,4.6,6.9,9.7,1.9
Diego Moreira,F,2006-10-08,8º Ano,8.1,4.0,1.6,
Patricia Souza,F,2008-07-02,2º EM,6.7,9.2,6.3,
Fernanda Silva,M,2006-08-14,9º Ano,1.8,9.3,8.4,4.0
João Moreira,M,2005-06-17,,3.3,7.1,9.3,4.4
Fernanda Araújo,M,2010-01-23,6º Ano,2.9,3.4,0.6,6.0
Lucas Rocha,F,2008-10-09,3º EM,5.1,8.0,3.1,5.4
,M,2010-07-08,8º Ano,6.5,2.8,2.4,9.0
Larissa Rocha,F,2013-12-23,6º Ano,6.9,1.7,9.9,8.1
Carlos Martins,F,2013-07-27,9º Ano,0.1,2.0,2.3,2.3
Diego Barbosa,F,2013-09-02,7º Ano,0.6,9.1,6.7,4.2
Diego Souza,F,2009-07-12,7º Ano,2.3,2.4,0.0,7.0
João Pereira,M,2009-06-07,8º Ano,2.3,3.4,,6.6
Rodrigo Oliveira,M,2007-07-08,1º EM,1.3,2.6,0.5,4.6
Maria Pereira,F,2007-12-24,9º Ano,10.0,4.8,6.4,8.8
Diego Lima,M,2013-03-07,3º EM,5.3,8.7,7.9,5.8
Fernanda Oliveira,F,2013-07-04,1º EM,8.8,9.2,5.3,2.5
Mariana Carvalho,M,2009-01-19,9º Ano,1.3,8.4,1.5,4.6
Camila Gomes,,2005-06-25,7º Ano,8.4,1.1,8.6,4.3
Mariana Gomes,F,2008-07-26,1º EM,3.0,4.5,9.9,9.5
Patricia Pereira,M,2008-09-26,6º Ano,5.0,0.0,4.8,8.6
Camila Lima,M,2008-10-11,,1.8,1.7,7.5,0.9
Pedro Oliveira,F,2009-08-28,,2.7,8.2,1.3,2.5
Diego Santos,M,2011-12-20,9º Ano,2.2,2.9,3.0,1.5
Maria Lima,F,2010-10-09,8º Ano,5.0,3.4,6.0,4.9
Patricia Melo,M,2008-10-04,1º EM,7.1,6.1,5.3,1.2
Rodrigo Araújo,F,2005-11-10,2º EM,7.5,4.9,8.2,1.5
Lucas Araújo,,2011-06-23,6º Ano,9.8,5.8,3.8,0.3
Diego Oliveira,F,2005-11-29,2º EM,6.1,9.6,2.4,0.2
Patricia Martins,M,2011-04-15,9º Ano,3.8,9.6,2.9,1.6
Diego Martins,M,2008-03-15,1º EM,0.2,6.2,0.8,6.7
João Souza,M,2013-07-31,7º Ano,8.0,3.1,6.6,5.0
Camila Teixeira,F,2010-12-08,3º EM,8.9,2.2,6.2,2.7
Aline Silva,F,2005-11-15,1º EM,8.2,7.6,1.2,1.8
Felipe Lima,M,2010-12-06,7º Ano,7.0,8.2,7.2,9.9
Aline Santos,M,2008-11-11,9º Ano,7.7,3.4,9.0,2.5
Camila Moreira,F,2010-07-19,9º Ano,2.7,2.4,3.2,7.1
Bruno Carvalho,M,2012-12-26,1º EM,6.4,6.8,4.2,1.9
Camila Gomes,F,2011-03-04,2º EM,2.6,0.7,8.3,8.4
Maria Costa,F,2011-08-22,8º Ano,0.6,5.5,7.3,5.6
Gustavo Ribeiro,M,2011-04-04,8º Ano,7.7,7.1,6.7,0.4
Larissa Gomes,M,2007-07-13,7º Ano,3.9,2.0,6.0,4.9
Ana Oliveira,F,2007-07-13,7º Ano,0.7,7.6,2.0,6.5
Carlos Gomes,M,2011-02-02,3º EM,6.9,0.9,5.6,6.8
Diego Lima,F,2010-09-08,9º Ano,6.2,4.9,2.4,7.1
Rafael Costa,M,2005-12-07,3º EM,1.4,5.6,7.5,5.2
Rafael Dias,M,2013-12-30,7º Ano,4.3,8.6,6.0,7.8
Larissa Souza,M,2009-11-24,6º Ano,2.3,0.1,7.1,3.7
Maria Teixeira,F,2007-08-18,6º Ano,9.4,0.2,3.7,5.8
Diego Ribeiro,M,invalid,2º EM,2.1,2.9,8.7,2.4
Larissa Oliveira,M,2006-05-22,2º EM,8.5,0.2,4.0,3.1
Ana Rocha,M,2008-08-26,9º Ano,1.1,0.5,1.7,8.6
Patricia Costa,M,2005-01-04,2º EM,,9.0,0.1,6.2
Larissa Gomes,M,2006-02-03,3º EM,4.2,3.5,2.9,9.0
Diego Rocha,M,2013-03-01,9º Ano,5.2,3.9,,1.4
Pedro Costa,M,2012-10-01,1º EM,5.4,7.1,1.2,4.3
Maria Oliveira,M,2008-01-15,1º EM,3.8,2.7,6.6,3.1
Diego Souza,F,2008-04-19,8º Ano,3.9,3.3,4.1,1.1
Diego Martins,F,2012-03-16,7º Ano,7.5,5.5,8.3,5.3
Lucas Barbosa,M,2008-03-27,6º Ano,,9.8,1.3,4.0
Carlos Ferreira,M,2009-05-30,2º EM,4.5,4.9,5.3,5.2
Ana Rocha,M,2011-07-01,2º EM,0.9,0.9,7.8,3.1
Ana Teixeira,F,2005-06-07,8º Ano,4.1,7.3,6.1,0.0
Pedro Barbosa,M,2007-11-27,7º Ano,6.1,5.4,6.8,9.9
João Lima,M,2008-01-11,8º Ano,5.3,8.0,1.6,8.0
Fernanda Melo,M,2006-03-15,2º EM,8.0,4.5,7.1,1.9
Mariana Souza,M,2009-05-15,2º EM,0.9,0.8,10.0,2.2
Fernanda Araújo,F,2012-09-29,3º EM,7.3,3.4,9.5,4.2
João Lima,M,2005-01-16,7º Ano,6.7,8.8,6.4,8.3
Rafael Costa,F,2007-01-01,2º EM,8.7,6.3,5.6,2.3
Beatriz Araújo,M,2008-01-18,2º EM,2.9,6.4,5.5,1.1
Patricia Carvalho,M,2013-02-09,2º EM,0.4,2.2,9.3,8.5
Camila Pereira,F,2005-12-17,1º EM,2.7,0.7,9.0,7.8
Camila Martins,F,2007-12-29,9º Ano,7.6,5.8,6.7,3.4
João Barbosa,M,2007-04-29,6º Ano,6.7,3.6,3.3,
Juliana Barbosa,F,2011-06-28,3º EM,5.6,0.6,6.2,5.8
João Silva,M,2011-09-16,8º Ano,3.4,7.9,6.4,4.0
Ana Costa,M,2011-06-30,1º EM,0.6,6.0,9.7,8.6
Rodrigo Costa,M,2005-05-31,9º Ano,4.6,0.9,4.0,7.7
Fernanda Martins,M,2012-07-05,3º EM,0.2,9.4,9.0,2.0
Pedro Carvalho,M,2008-11-21,7º Ano,5.4,7.8,5.8,7.6
Juliana Dias,F,2010-01-16,2º EM,3.6,8.7,1.3,
Beatriz Moreira,M,2005-12-12,8º Ano,9.1,9.9,9.1,2.8
Mariana Souza,M,2012-03-19,6º Ano,2.7,9.1,7.2,3.1
Camila Barbosa,M,2007-10-03,6º Ano,3.3,,6.6,8.0
Pedro Lima,F,2006-05-25,2º EM,,1.3,7.0,4.5
Beatriz Carvalho,F,2013-03-15,8º Ano,9.5,8.4,3.7,9.7
Patricia Melo,M,2012-12-02,6º Ano,7.9,3.9,2.5,3.2
Fernanda Moreira,M,2012-05-09,8º Ano,4.3,8.8,0.1,5.1
Rafael Rocha,M,2006-08-23,2º EM,4.3,1.0,7.3,8.8
Diego Ribeiro,F,2005-05-28,2º EM,5.4,0.1,3.8,
Mariana Rocha,M,2009-07-16,8º Ano,0.3,2.3,7.3,4.6
Beatriz Silva,F,2011-04-03,2º EM,9.7,0.4,8.5,2.8
Mariana Ferreira,M,2011-09-10,3º EM,3.3,3.7,7.6,4.4
Rodrigo Ribeiro,M,2013-02-27,6º Ano,7.7,7.6,3.3,5.1
Fernanda Santos,F,2012-02-25,8º Ano,5.6,7.5,6.4,4.8
Lucas Lima,F,2013-06-25,3º EM,6.9,1.9,9.1,
Maria Oliveira,F,2013-09-12,1º EM,7.0,5.9,1.9,1.5
Mariana Araújo,M,2006-08-24,1º EM,8.6,8.6,0.0,6.2
Diego Ribeiro,F,2013-08-23,6º Ano,6.8,4.8,5.9,5.4
Ana Ribeiro,M,2005-03-20,8º Ano,0.5,5.1,7.0,9.2
Rafael Moreira,F,2013-04-26,9º Ano,0.4,3.7,4.0,5.2
Felipe Teixeira,F,2009-12-10,8º Ano,3.2,1.1,3.8,9.6
Bruno Araújo,M,2010-01-23,7º Ano,,3.5,9.1,4.2
Fernanda Oliveira,F,2010-05-13,8º Ano,8.9,3.4,1.3,6.6
Ana Ferreira,M,2011-03-18,3º EM,9.3,7.5,8.3,2.0
Aline Costa,M,2005-10-23,7º Ano,4.9,9.4,7.9,8.0
Carlos Ribeiro,M,2007-10-23,9º Ano,6.7,5.5,,4.7
Camila Dias,M,2012-01-30,3º EM,6.2,5.5,6.9,6.8
Patricia Melo,M,2006-06-24,3º EM,7.1,1.5,5.0,9.6
Beatriz Rocha,F,2008-09-18,7º Ano,0.1,6.5,3.8,6.6
Camila Costa,F,2006-09-22,7º Ano,9.5,9.2,1.5,9.9
Fernanda Martins,F,2013-01-01,7º Ano,1.3,1.7,0.9,0.2
Rodrigo Araújo,M,2011-10-18,9º Ano,1.6,1.1,1.9,1.9
Beatriz Costa,F,2008-01-31,1º EM,4.0,2.0,9.5,1.6
Aline Araújo,F,2009-09-12,6º Ano,1.9,2.1,8.9,1.4
Maria Oliveira,M,2006-10-28,3º EM,7.6,0.2,2.3,1.6
Rodrigo Barbosa,F,2011-03-10,7º Ano,2.3,9.2,6.2,6.4
Diego Rocha,M,2012-06-25,2º EM,4.5,8.6,5.6,1.2
Carlos Moreira,M,2005-12-30,9º Ano,2.3,8.4,0.2,6.5
Rodrigo Dias,M,2007-06-15,2º EM,9.7,8.1,5.2,8.5
Patricia Dias,F,2011-06-17,9º Ano,5.1,7.8,4.1,7.5
Maria Silva,F,2009-10-13,2º EM,7.1,1.5,7.9,4.2
Juliana Carvalho,M,2005-04-21,6º Ano,8.8,4.3,1.0,2.0
Rodrigo Barbosa,M,2010-10-23,6º Ano,5.8,9.7,5.8,7.5
Lucas Silva,F,2005-01-07,3º EM,1.3,4.6,6.5,3.8
Bruno Souza,M,2009-04-25,7º Ano,9.5,8.1,4.7,9.7
Gustavo Moreira,M,2012-11-16,1º EM,2.5,3.3,0.0,10.0
Fernanda Silva,F,2008-04-27,1º EM,1.6,2.6,5.7,9.8
Juliana Santos,M,2006-07-11,2º EM,9.2,8.5,,4.0
Beatriz Souza,F,2005-05-28,1º EM,0.7,0.6,2.4,
Fernanda Pereira,F,2008-08-20,1º EM,5.0,6.2,9.1,6.3
Maria Dias,F,2006-05-23,7º Ano,6.7,7.6,3.1,2.9
Carlos Teixeira,F,2011-03-19,1º EM,8.0,2.8,5.9,3.3
João Almeida,F,2009-07-20,7º Ano,7.4,2.5,8.7,2.1
Patricia Dias,M,2011-01-19,1º EM,4.4,0.2,7.4,3.7
Larissa Gomes,F,2009-11-01,3º EM,1.4,1.5,0.2,7.9
Camila Souza,M,2011-05-06,7º Ano,8.9,3.6,7.6,6.4
Rafael Teixeira,M,2007-03-14,7º Ano,3.7,1.4,5.6,1.4
Ana Costa,M,2006-08-14,6º Ano,7.6,8.9,3.8,2.5
Beatriz Lima,M,2009-04-22,3º EM,6.4,1.9,2.6,4.8
João Ribeiro,F,2008-09-02,,0.4,4.1,7.3,8.9
João Carvalho,F,2008-07-01,2º EM,2.7,9.0,0.4,8.1
Lucas Araújo,M,2007-08-29,8º Ano,6.8,8.8,2.4,7.7
Camila Almeida,,2008-02-12,1º EM,8.7,4.2,7.5,3.0
Patricia Ribeiro,F,2011-03-05,8º Ano,2.6,7.9,2.6,5.1
Pedro Oliveira,M,2006-05-12,6º Ano,7.0,4.1,3.7,9.6
Felipe Carvalho,F,2008-03-24,2º EM,5.9,5.8,2.5,7.6
Larissa Silva,,2010-03-03,6º Ano,1.3,4.0,5.9,0.4
Diego Carvalho,M,2007-08-25,9º Ano,5.7,10.0,2.8,
Pedro Barbosa,F,2010-07-17,8º Ano,2.7,3.4,2.3,8.9
Diego Ferreira,M,2012-01-02,8º Ano,8.0,9.8,0.1,1.0
Rodrigo Ferreira,F,2011-08-24,9º Ano,5.9,8.0,5.8,6.3
João Araújo,F,2009-05-15,6º Ano,4.9,,3.1,0.3
Bruno Souza,F,2009-09-27,9º Ano,4.1,0.8,1.6,1.9
Fernanda Barbosa,F,2011-04-13,6º Ano,3.7,5.8,1.9,2.9
Rodrigo Lima,F,2012-04-20,8º Ano,8.0,8.6,0.9,8.4
Rafael Oliveira,M,2006-10-03,6º Ano,8.7,4.4,3.9,0.5
Bruno Gomes,M,2012-05-29,3º EM,5.7,3.1,6.0,7.9
João Santos,F,,2º EM,4.8,8.1,9.4,0.3
Larissa Almeida,M,2006-11-17,9º Ano,8.9,8.3,4.7,8.8
Larissa Souza,M,2005-03-03,7º Ano,,6.4,5.3,3.0
Pedro Martins,F,2006-06-17,1º EM,7.4,4.3,,9.4
Diego Dias,F,2006-12-18,6º Ano,7.5,7.5,6.2,8.9
Maria Ribeiro,F,2008-10-26,2º EM,6.3,3.6,9.6,7.7
Ana Teixeira,F,2008-03-19,2º EM,8.7,0.9,6.4,7.0
João Carvalho,M,2007-11-02,9º Ano,3.4,4.3,3.2,0.6
João Pereira,M,2006-03-14,6º Ano,6.8,,2.1,5.0
João Silva,M,2011-08-28,1º EM,7.6,5.6,8.9,9.3
Rafael Almeida,M,2005-06-14,8º Ano,9.1,8.8,1.0,0.2
Larissa Costa,F,2008-06-15,7º Ano,6.0,2.4,9.0,1.1
Diego Araújo,M,2011-01-29,9º Ano,8.7,5.6,4.6,1.4
Beatriz Melo,F,2009-03-24,7º Ano,3.9,9.7,6.0,6.5
Pedro Oliveira,F,2007-09-11,9º Ano,0.5,8.2,5.4,
Gustavo Gomes,M,2005-01-29,9º Ano,7.5,3.7,3.7,
João Araújo,M,2013-11-23,2º EM,8.2,2.0,7.2,1.8
Camila Ribeiro,F,2010-10-03,6º Ano,3.7,7.4,3.7,8.7
Lucas Gomes,M,2011-10-14,7º Ano,1.4,2.8,9.5,7.9
Beatriz Teixeira,,2012-06-05,6º Ano,1.8,1.7,4.1,
Fernanda Almeida,M,2005-11-23,2º EM,2.8,2.6,0.8,7.5
Fernanda Silva,F,2011-02-16,1º EM,9.6,2.5,1.6,6.8
Beatriz Dias,M,2013-05-06,9º Ano,7.9,0.3,1.3,9.0
Lucas Carvalho,F,2011-02-18,2º EM,0.3,,6.9,8.4
,F,2009-09-04,1º EM,8.6,6.4,0.7,6.6
Fernanda Araújo,M,2010-06-08,2º EM,3.8,0.2,0.8,6.6
Ana Gomes,M,2007-05-20,8º Ano,0.1,6.1,9.3,6.5
Bruno Souza,M,2013-09-07,1º EM,9.9,1.3,2.5,7.7
Aline Barbosa,F,2012-12-20,2º EM,3.6,4.1,7.6,2.1
João Teixeira,F,2007-07-03,1º EM,6.6,0.4,0.4,5.7
Gustavo Ribeiro,M,2009-09-08,6º Ano,3.1,2.8,0.3,7.8
Carlos Teixeira,M,2007-06-30,3º EM,5.8,9.2,9.6,9.6
Rodrigo Lima,M,2006-02-02,9º Ano,1.4,0.3,1.6,2.5
Rodrigo Souza,F,2005-11-12,2º EM,3.1,1.1,9.7,1.9
Aline Costa,F,2009-10-27,2º EM,5.0,5.6,8.7,9.3
Bruno Gomes,F,2009-05-30,7º Ano,8.4,7.5,1.6,5.3
Mariana Rocha,F,2010-07-16,7º Ano,6.9,1.3,1.4,9.9
Juliana Carvalho,F,2009-03-08,6º Ano,2.6,,7.3,4.7
Juliana Silva,M,2010-04-27,8º Ano,4.2,2.6,3.2,6.4
Lucas Teixeira,F,2008-08-04,9º Ano,3.2,2.6,7.0,6.2
Patricia Ferreira,F,2006-03-19,1º EM,9.6,6.9,0.6,2.5
Ana Teixeira,M,2005-12-21,7º Ano,5.6,0.6,1.2,7.0
Fernanda Gomes,F,2006-11-25,7º Ano,7.6,5.8,0.4,8.2
Carlos Silva,F,2009-07-14,8º Ano,7.2,7.4,7.8,3.3
Bruno Araújo,M,2012-06-10,7º Ano,0.3,6.0,1.6,0.1
Aline Santos,F,2010-05-04,9º Ano,,4.9,5.3,2.9
Felipe Almeida,M,2007-03-24,3º EM,7.0,4.5,2.4,2.5
Aline Martins,F,2008-04-12,3º EM,4.7,9.1,1.1,8.3
Juliana Pereira,F,2008-01-05,9º Ano,3.5,4.4,9.1,2.3
Carlos Costa,F,,7º Ano,5.0,6.9,5.8,2.9
Rodrigo Moreira,F,2006-12-23,7º Ano,1.3,3.4,1.2,9.0
Ana Lima,M,2011-08-29,9º Ano,,6.2,2.1,8.9
Rodrigo Costa,F,2011-01-04,9º Ano,4.2,4.3,2.6,5.9
Beatriz Costa,M,2008-03-22,3º EM,9.3,9.8,5.5,1.8
Lucas Souza,F,2010-11-11,2º EM,1.5,4.2,7.6,1.5
Rafael Lima,F,2010-04-22,3º EM,5.4,5.0,9.9,4.1
Maria Barbosa,M,2011-02-24,9º Ano,9.6,2.5,6.3,3.4
Diego Ferreira,F,2005-08-01,8º Ano,3.5,7.3,5.8,9.6
Carlos Rocha,M,2013-01-19,,6.7,2.1,3.1,5.7
Lucas Pereira,F,2012-05-17,8º Ano,9.5,7.1,8.1,0.6
Juliana Melo,F,2011-03-26,3º EM,0.4,5.8,4.7,3.4
Aline Pereira,M,2007-03-20,8º Ano,1.9,9.6,9.5,4.9
Maria Araújo,F,2007-08-08,6º Ano,4.8,8.5,4.7,2.5
Fernanda Ferreira,M,2013-03-26,7º Ano,9.2,5.1,9.0,3.0
Juliana Ferreira,F,2006-02-21,6º Ano,5.9,9.0,3.9,0.2
Gustavo Pereira,F,2013-06-08,7º Ano,6.9,2.1,5.5,7.0
Aline Lima,M,2006-02-07,2º EM,4.7,6.7,9.7,4.5
Rodrigo Teixeira,F,2008-12-18,7º Ano,6.1,4.1,4.9,5.2
Bruno Dias,F,2009-06-14,7º Ano,9.8,1.4,5.6,2.7
Maria Carvalho,M,2013-06-07,2º EM,9.7,9.6,7.4,9.8
Carlos Melo,M,,7º Ano,0.9,1.7,4.5,1.6
Aline Santos,F,2011-11-05,9º Ano,5.1,4.4,4.0,
Maria Dias,F,2013-01-28,8º Ano,0.7,7.9,7.6,9.5
Rafael Teixeira,F,2008-09-30,6º Ano,5.7,9.2,4.3,9.8
Pedro Ribeiro,F,2007-02-07,9º Ano,6.9,7.3,0.2,7.2
Maria Lima,M,2010-08-04,7º Ano,,5.2,9.1,4.1
Rafael Teixeira,M,2007-02-26,9º Ano,9.6,7.1,0.0,6.1
João Ribeiro,M,2013-05-06,3º EM,7.0,4.8,5.8,1.4
Felipe Araújo,M,2007-06-19,8º Ano,0.5,8.5,5.9,9.6
João Lima,F,2007-07-30,9º Ano,5.9,4.7,4.9,8.7
Larissa Martins,M,2012-06-26,3º EM,5.1,4.0,2.7,7.1
Lucas Ribeiro,F,2012-04-09,,2.2,9.5,2.4,4.4
Juliana Melo,M,2012-11-11,8º Ano,5.6,9.5,5.4,2.2
Camila Dias,F,2012-01-06,1º EM,7.5,2.0,0.1,1.9
,F,2008-10-28,2º EM,8.1,1.0,1.0,6.7
Maria Carvalho,F,2005-03-06,8º Ano,4.8,3.7,6.4,6.0
Juliana Rocha,M,2006-07-30,9º Ano,6.2,0.6,3.4,1.7
,F,2009-08-01,6º Ano,7.8,,5.5,0.4
Maria Barbosa,M,2005-11-07,7º Ano,6.9,1.2,7.1,4.4
Felipe Carvalho,F,2011-06-22,9º Ano,,1.4,6.8,0.1
Gustavo Teixeira,M,2007-01-20,6º Ano,9.0,3.4,0.9,9.4
Ana Almeida,F,2005-08-05,3º EM,3.0,8.1,2.3,
João Costa,M,2010-11-10,8º Ano,3.3,5.7,10.0,6.2
Maria Melo,F,2013-11-09,9º Ano,8.0,3.3,4.3,1.1
Juliana Teixeira,M,2008-07-06,3º EM,8.6,8.8,0.4,7.9
Beatriz Pereira,F,2006-09-23,8º Ano,8.3,2.2,2.4,1.9
Beatriz Souza,F,2010-04-19,2º EM,3.4,3.8,2.4,3.0
